title,avg_rating,voted_by,genre
Lhasso Adventure,5.0,19,City Tours • River Rafting & Tubing
Mountain Rock Treks And Expedition,5.0,45,City Tours • Helicopter Tours
Higher Path Treks & Expedition,5.0,19,Hiking & Camping Tours
Eco Himalaya Treks & Travels,5.0,19,Parasailing & Paragliding • Multi-day Tours
Liberty Holidays,5.0,22,Parasailing & Paragliding • Food Tours
"Santosh Gauli, Nepal Everest Guide- Day Hike",5.0,34,Hiking & Camping Tours • Day Trips
iTREK Everest,5.0,20,Multi-day Tours • Historical & Heritage Tours
Himalaya Journey,5.0,20,Sightseeing Tours • Nature & Wildlife Tours
Himalayan Hikers Expedition,5.0,23,Historical & Heritage Tours • Sightseeing Tours
Hiking Himalayas Trek and Expedition Private Day Tours,5.0,35,Hiking & Camping Tours
Himalayan Exodus Treks & Tours,5.0,21,City Tours • Multi-day Tours
Hike Nepal,5.0,20,Cultural Tours • Climbing Tours
Wind Horse Adventures,5.0,26,Historical & Heritage Tours • Walking Tours
Travel Pinto,5.0,75,City Tours • Helicopter Tours
Nepal One Tours & Travels,4.5,35,Multi-day Tours • Sightseeing Tours
Blue Himalaya Tours & Travels,5.0,26,City Tours • Multi-day Tours
Shishir Thapa,5.0,16,City Tours • Multi-day Tours
Everest Irish Bar,4.5,36,Bars & Clubs
Open Trail Treks,5.0,38,Adrenaline & Extreme Tours • Climbing Tours
Vehicles Hire Nepal,5.0,40,City Tours • Cultural Tours
Pioneer Adventure,5.0,29,Multi-day Tours • Hiking & Camping Tours
Time in Nepal,5.0,20,Cultural Tours
We Trek Nepal,5.0,32,Cultural Tours • Climbing Tours
Mount Heaven Spa,5.0,88,Yoga & Pilates • Spas
White Himalayan Adventure Treks,5.0,21,Multi-day Tours • Climbing Tours
Overland Vehicle,5.0,30,City Tours • Historical & Heritage Tours
Rising Adventure,5.0,23,Historical & Heritage Tours • Hiking & Camping Tours
Vehicles Nepal,5.0,29,Cultural Tours • Taxis & Shuttles
Padma Healing Arts,5.0,21,Yoga & Pilates • Spas
Shambhala Holidays,5.0,19,Historical & Heritage Tours • Hiking & Camping Tours
Nepal Holiday Trek - Langtang Heli Tour,5.0,32,Helicopter Tours • Nature & Wildlife Tours
Ace Holidays - Day Tours,5.0,29,City Tours • Historical & Heritage Tours
Alpinetrav Treks & Expeditions,5.0,17,City Tours • Cultural Tours
Trek Ape,5.0,16,Multi-day Tours • Canyoning & Rappelling Tours
Nepal Himalayan Hiker Trek & Expedition,5.0,16,Multi-day Tours • Historical & Heritage Tours
Expedition HimalayaCom Pvt Ltd,4.5,28,Multi-day Tours • Climbing Tours
Big Smile Nepal,5.0,23,River Rafting & Tubing • Canyoning & Rappelling Tours
Circuit Nepal Trek & Expedition,5.0,22,City Tours
Cast Holiday Pvt Ltd,5.0,17,City Tours • Cultural Tours
Shalom Treks,5.0,13,Visitor Centers
Buna Treks & Expedition - Private Day Tour,5.0,25,Hiking & Camping Tours • Private Tours
Mark Shrestha - My Tour Guide in Nepal,5.0,16,Multi-day Tours • Taxis & Shuttles
Namaste Spa,5.0,38,Spas
Sherpa Society Trekking,5.0,19,Sightseeing Tours
The Explore Nepal,5.0,17,City Tours • Multi-day Tours
Beyul Travel and Treks,5.0,17,Multi-day Tours • Cultural Tours
Glacier Adventure Company - Day Tours,5.0,29,City Tours • Cultural Tours
Nepal Nomad Trekking,5.0,25,Helicopter Tours • Historical & Heritage Tours
Adventure Victory Team,5.0,17,Multi-day Tours • Climbing Tours
Incredible Himalayan Sherpa Adventure Pvt Ltd,5.0,53,River Rafting & Tubing • Bike Tours
Mount Fishtail Adventure - Day Tours,5.0,31,Fishing Charters & Tours
Love Kathmandu Walking Tours,4.5,27,Cultural Tours • Historical & Heritage Tours
Reasonable Treks And Tour,5.0,19,City Tours • Sightseeing Tours
Neo Transports,5.0,27,Taxis & Shuttles • Eco Tours
Trek Around Himalayas,5.0,16,Multi-day Tours • Adrenaline & Extreme Tours
Himalayan Hermitage,5.0,16,Multi-day Tours • Historical & Heritage Tours
Holiday Mountain Treks - Private Day Tours,5.0,25,Hiking & Camping Tours • Private Tours
Desire Adventures,5.0,19,Helicopter Tours
High Spirit Treks and Expedition Nepal,5.0,74,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Himalaya Darshan Treks,5.0,17,Multi-day Tours • Walking Tours
Parikrama Treks & Expedition - Day Tours,5.0,63,"Bar, Club & Pub Tours • Climbing Tours"
Tourist Vehicle Service,5.0,18,Multi-day Tours • Taxis & Shuttles
Explore Nepal Mountain - Kathmandu,5.0,15,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Himalayan Trails,5.0,35,Cultural Tours • Bike Tours
Adventure Sports Nepal,5.0,18,Canyoning & Rappelling Tours • Climbing Tours
Trek Excursion,5.0,22,City Tours • Sightseeing Tours
Safe Holiday Adventure,5.0,33,Multi-day Tours • Cultural Tours
Nepal Dream Path,5.0,65,Cultural Tours • Canyoning & Rappelling Tours
Expert Asian Tours and Travel - Day Tours,5.0,27,Sightseeing Tours
Himalayan Holidays,5.0,20,Cultural Tours • Historical & Heritage Tours
Hope Treks,5.0,17,Hiking & Camping Tours
Kathmandu Paragliding,4.5,23,Parasailing & Paragliding
Himal Eco Treks,5.0,16,Multi-day Tours • Hiking & Camping Tours
Adventure Sherpa Tracks,5.0,16,Multi-day Tours • Climbing Tours
Nepal Helicopter Tour,5.0,15,Helicopter Tours
Accessible Adventure,5.0,62,City Tours • Bike Tours
Snowland Treks & Expedition,5.0,30,Cultural Tours • Sightseeing Tours
Success Adventure Treks,5.0,15,City Tours • Cultural Tours
Orbit Alpine Adventure,5.0,15,Cultural Tours • Historical & Heritage Tours
Jhamka Trekking Team,5.0,16,City Tours • Cultural Tours
Seeing Hands,4.5,24,Spas
Vision Adventure Nepal,5.0,14,Multi-day Tours • Climbing Tours
Swissa Rafting & Trekking Expedition,5.0,46,Bike Tours
Real Himalaya Private Day Tour,5.0,19,Walking Tours • Hiking & Camping Tours
Yatra Tours and Travels,4.5,25,River Rafting & Tubing • Cultural Tours
Nepal Hiking Himalaya,5.0,17,Cultural Tours • Sightseeing Tours
Sea To Summit Trekking,5.0,16,Sightseeing Tours
Tashi Delek Nepal Treks and Expeditions,4.5,22,Hiking & Camping Tours
Himalayan Adventure Sports,5.0,18,City Tours • Cultural Tours
Mantra Adventure,5.0,16,Multi-day Tours • Cultural Tours
Himal Mandap Treks & Expedition - Private Day Tours,5.0,24,Hiking & Camping Tours • Private Tours
Himalayan Travel Partner,5.0,25,City Tours • Cultural Tours
Kailash Adventure,5.0,42,City Tours • Eco Tours
Adventure Solu Trekking & Tour,5.0,18,Multi-day Tours • Cultural Tours
Nepal Treks and Tour,5.0,13,Multi-day Tours • Bike Tours
Namaste Nepal Trekking & Research Hub Pvt Ltd,5.0,13,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Nepal Environmental Treks & Expedition - Flight Day Tour,4.5,37,Air Tours
Eve Holidays,5.0,15,Historical & Heritage Tours • Walking Tours
The Himalayan Journeys Nepal,5.0,13,Adrenaline & Extreme Tours • Taxis & Shuttles
Kedar Craft,5.0,18,Speciality & Gift Shops
Asia Experiences,5.0,15,City Tours • Multi-day Tours
Amazing Himalaya Trekking Pvt Ltd,5.0,14,Multi-day Tours • Walking Tours
Adventure Ascent,5.0,14,Multi-day Tours • Helicopter Tours
Ananya Holidays - Private Day Tour,5.0,17,Multi-day Tours • Cultural Tours
Pink Mountain Travels and Excursions - Private Day Tours,5.0,29,Private Tours
Sherpa Expedition & Trekking,5.0,54,Multi-day Tours • Cultural Tours
Pyrenees Nepal Treks and Trails,5.0,16,Multi-day Tours • Hiking & Camping Tours
Adventure High Mountain,5.0,16,Multi-day Tours • Cultural Tours
Himalaya Sunrise Treks And Expedition PvtLtd,5.0,13,City Tours • Multi-day Tours
Leaf Holidays Treks & Expedition,5.0,36,Parasailing & Paragliding • City Tours
W Adventures Nepal,5.0,16,Multi-day Tours • Cultural Tours
Makalu Adventure,5.0,171,Cultural Tours • Historical & Heritage Tours
Trek in Nepal Peak Adventures,5.0,13,City Tours • Multi-day Tours
Firante Treks and Expeditions,5.0,17,Multi-day Tours • Cultural Tours
Himali Dreams,5.0,13,Multi-day Tours • Cultural Tours
Yatri Car Rental,5.0,14,City Tours • Cultural Tours
Sacred Summits,5.0,17,Multi-day Tours • Cultural Tours
Himalaya Family Adventure,5.0,42,Historical & Heritage Tours • Bike Tours
Lion Heart Travel And Tours,5.0,13,Parasailing & Paragliding • Multi-day Tours
Himalayan Eco Treks & Travel,5.0,21,Hiking & Camping Tours
See Nepal Travel & Adventure - Day Tour,5.0,26,River Rafting & Tubing • Water Sports
Himalaya Dream Adventure,5.0,13,City Tours • River Rafting & Tubing
Friendship Cooking School,5.0,15,Lessons & Workshops • Cooking Classes
KP Treks,5.0,14,Multi-day Tours • Sightseeing Tours
Din Travel and Tours PvtLtd,5.0,16,City Tours • Sightseeing Tours
Au Coeur Du Nepal Treks and Expedition,5.0,12,Multi-day Tours • Cultural Tours
Randonnee Nepal Treks,5.0,19,Cultural Tours • Climbing Tours
Gaurisankar Himalaya Treks and Expedition,5.0,15,Multi-day Tours • Cultural Tours
Independent Trekking Guide Cooperative,5.0,11,City Tours • Cultural Tours
Brave Heart Himalaya Treks,5.0,13,Multi-day Tours • Hiking & Camping Tours
Adventure All Nepal Treks - Day Tours,5.0,16,Historical & Heritage Tours • Zipline & Aerial Adventure Parks
Lig Lig Travel,5.0,13,Taxis & Shuttles
Seven Women,5.0,21,Lessons & Workshops • Cooking Classes
Timeless Spa,5.0,21,Spas
Vertex Holiday,5.0,15,Parasailing & Paragliding • Cultural Tours
Eco Ventures Treks and Expedition,5.0,12,Multi-day Tours • Bus Tours
"Going Nepal Pvt Ltd, Tailor-made DMC in Nepal",5.0,12,City Tours • Multi-day Tours
Mega Treks & Expedition -Private Day Tours,5.0,24,Helicopter Tours • Historical & Heritage Tours
Exciting Nepal Holidays Treks,5.0,18,Private Tours
Trekking Plus,5.0,15,Parasailing & Paragliding • Cultural Tours
Everest Glacier Trek Pvt Ltd,5.0,13,Multi-day Tours • Cultural Tours
Home Of Treks & Extreme Expedition pvt ltd,5.0,15,Multi-day Tours • Cultural Tours
Nepal Holiday Makers Tours and Travels,5.0,13,City Tours • Multi-day Tours
Nepal Big Mountain Travel Company,5.0,29,Parasailing & Paragliding • Multi-day Tours
Adventure Alpine Gorkha Treks & Expeditions Pvt Ltd,5.0,11,Multi-day Tours • Adrenaline & Extreme Tours
Serenity Spa,4.5,37,Yoga & Pilates • Spas
Incredible Adventure Nepal,5.0,13,River Rafting & Tubing • Helicopter Tours
Revival Nepal Adventure,5.0,16,River Rafting & Tubing • Cultural Tours
Overland Trek Nepal,5.0,11,"4WD, ATV & Off-Road Tours • Bike Tours"
Wild Tracks Nepal - Himalayan Motorcycle Journeys,5.0,19,Sightseeing Tours
Wild Adventure Nepal,5.0,15,Multi-day Tours • Cultural Tours
Regulus Treks and Expedition,5.0,14,City Tours • Historical & Heritage Tours
Alpine Holidays Pvt Ltd,5.0,11,Multi-day Tours • Adrenaline & Extreme Tours
Trek With Ngima,5.0,11,Multi-day Tours • Sightseeing Tours
Himalayan Hub,5.0,25,Multi-day Tours • Cultural Tours
Three Diamond Adventure,5.0,13,Helicopter Tours • Hiking & Camping Tours
Osho World Adventure,5.0,47,Multi-day Tours • Helicopter Tours
Travel Away Treks and Expedition,5.0,13,Multi-day Tours • Hiking & Camping Tours
Access The Asia,5.0,14,City Tours • Cultural Tours
Marron Treks - Day Tours,5.0,18,Hiking & Camping Tours
Trek Guiders,5.0,12,Cultural Tours • Historical & Heritage Tours
Transportation Link Nepal,5.0,12,Taxis & Shuttles
Kundalini Sound & Herbal Therapy,4.5,26,Lessons & Workshops
Snow Dragons Nepal Treks,5.0,12,Multi-day Tours • Hiking & Camping Tours
Travel Umpire,5.0,10,Multi-day Tours • Taxis & Shuttles
Himalayan High Spirits Adventures,5.0,16,Multi-day Tours • Sightseeing Tours
Hiking Nepal,5.0,64,City Tours • Cultural Tours
Himalayan Asia Treks,5.0,68,City Tours • River Rafting & Tubing
Ecological Treks Private Limited - Day Hiking Tours,5.0,20,Eco Tours
Classic Escapades,5.0,12,Multi-day Tours • Cultural Tours
Broad Adventure - Day Tours,5.0,16,Historical & Heritage Tours • Private Tours
Beyond Borders Ethical Adventures,5.0,13,Multi-day Tours • Cultural Tours
Marvel Treks And Expedition,5.0,13,Hiking & Camping Tours • Private Tours
Spa Samsara,5.0,21,Spas
Alaya Holidays,5.0,13,Multi-day Tours • Sightseeing Tours
Mountain Path Treks & Expedition,5.0,14,Multi-day Tours • Hiking & Camping Tours
Dream Discovery Treks Pvt Ltd,5.0,14,Multi-day Tours • Hiking & Camping Tours
Dus Travel,5.0,12,Multi-day Tours • Sightseeing Tours
Trekking Through Nepal,5.0,11,Multi-day Tours • Walking Tours
Holiday Hiking,5.0,11,Hiking & Camping Tours • Private Tours
Adventure Highpass,5.0,14,City Tours • Multi-day Tours
High Camp Adventure,5.0,11,Helicopter Tours • Climbing Tours
Himalayan Rock Treks & Expedition,5.0,14,Multi-day Tours • Historical & Heritage Tours
Pure Adventure Nepal - Day Tours,5.0,16,Sightseeing Tours
Partages Népal Treks,5.0,11,Adrenaline & Extreme Tours • Historical & Heritage Tours
Connections Nepal Treks,5.0,11,Multi-day Tours • Private Tours
Global Link Tours & Travel,5.0,18,Private Tours
Eye On Himalaya,5.0,16,River Rafting & Tubing • Cultural Tours
Sherpanomads,5.0,20,Multi-day Tours • Eco Tours
Yeti Trail Adventure - Day Tours,5.0,23,Hiking & Camping Tours
SASANE Sisterhood Trekking and Travel,4.5,16,Multi-day Tours • Cultural Tours
Hairy Yak Adventures,5.0,11,Multi-day Tours • Hiking & Camping Tours
Golden Nepal Holidays PvtLtd,5.0,11,Multi-day Tours • Canyoning & Rappelling Tours
Adventure Discovery Treks & Expedition,4.5,17,Multi-day Tours • Helicopter Tours
Gandaki Village Trekking and Travel,5.0,28,River Rafting & Tubing • Air Tours
Nepal Recreation,5.0,9,Multi-day Tours • Safaris
Om Holidays Tour & Trek,5.0,12,Multi-day Tours • River Rafting & Tubing
Buddha Bar,4.0,53,Bars & Clubs
yoga & meditation retreat with monks,5.0,10,Paint & Pottery Studios • Multi-day Tours
Wayfarers Himalaya Journeys,5.0,13,Historical & Heritage Tours • Hiking & Camping Tours
Mountain Brave Adventures,5.0,10,Parasailing & Paragliding • City Tours
Himalaya Discovery Adventures,5.0,12,Cultural Tours • Historical & Heritage Tours
Himalaya Thunder Treks Day Tours,5.0,45,Climbing Tours • Sightseeing Tours
Glacier Family Treks & Expedition,5.0,12,Cultural Tours • Climbing Tours
Himalayan Exploration Treks,5.0,13,Cultural Tours • Climbing Tours
Madam Tours,5.0,12,Cultural Tours • Hiking & Camping Tours
Hike On Travel and Trek Pvt Ltd,5.0,10,Multi-day Tours • Taxis & Shuttles
InspireU Adventures,5.0,12,Cultural Tours • Sightseeing Tours
High Route Adventure,5.0,10,Multi-day Tours • Helicopter Tours
TREKT Himalaya,4.5,30,River Rafting & Tubing • Adrenaline & Extreme Tours
The Himalaya Trekking Company,5.0,13,Cultural Tours • Historical & Heritage Tours
Shin Haru Treks & Expedition - Day Tours,5.0,44,Hiking & Camping Tours
Adventure Thamserku,5.0,10,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Shepherd Holidays,5.0,12,Multi-day Tours • Adrenaline & Extreme Tours
HST Adventures,5.0,10,Canyoning & Rappelling Tours • Walking Tours
Sherpa Guides Nepal Treks & Expeditions PvtLtd,5.0,13,Walking Tours • Climbing Tours
Northstar Voyage,5.0,12,Multi-day Tours • Cultural Tours
Laser Travel and Tours PLTD,5.0,11,Cultural Tours • Historical & Heritage Tours
Climb High Himalaya,5.0,21,Climbing Tours
Trek to Nepal,5.0,11,Multi-day Tours • Nature & Wildlife Tours
World Alpine Treks,5.0,9,Boat Tours
Reliance Trekking,5.0,10,City Tours • Helicopter Tours
Swan Valley Treks & Expedition,5.0,23,City Tours • Historical & Heritage Tours
Himalayan Friendly Treks,5.0,11,Cultural Tours • Hiking & Camping Tours
Ideal Nepal Tours and Travels,5.0,10,Multi-day Tours • Motorcycle Tours
Nepal High Trek & Expedition,5.0,45,City Tours • Cultural Tours
Nepal Everest Adventures,5.0,13,City Tours • Cultural Tours
Kara Pashmina,5.0,10,Speciality & Gift Shops
Asian Adventure Treks and Expedition - Nepal Mountain Flight Day Tours,4.5,15,Air Tours
Rajendra Ramtel,5.0,19,Hiking & Camping Tours • Private Tours
Odyssee Nepal Trekking,5.0,11,Multi-day Tours • Cultural Tours
Taleju Adventure,5.0,10,City Tours • Multi-day Tours
Highland Eco Trek,5.0,10,Cultural Tours • Eco Tours
UNLIMITED HIMALAYA ADVENTURES PVT LTD,5.0,9,Multi-day Tours • Bike Tours
Pleasant Path Treks And Expedition,5.0,11,City Tours • Historical & Heritage Tours
Api Himal Treks & Expedition,5.0,45,Cultural Tours • Historical & Heritage Tours
Proud Nepal Travel and Expedition,5.0,17,Multi-day Tours • Cultural Tours
Sasane - Momo Cooking Class,4.5,176,Cooking Classes
Himalayan Entrance Treks PvtLtd,5.0,9,Multi-day Tours • Hiking & Camping Tours
Evergreen Tours,5.0,11,City Tours • Walking Tours
Nomad's Land,5.0,12,Hiking & Camping Tours
My Asia Holidays,5.0,11,City Tours • Multi-day Tours
Elephant Tours,5.0,10,Multi-day Tours • Helicopter Tours
Uma Holidays Travels & Tour,5.0,10,Multi-day Tours • Climbing Tours
Nepal Yoga Teacher Training & Retreat Center,5.0,8,Multi-day Tours • Private Tours
Trekking Encounters Nepal - Day Tours,5.0,16,Cultural Tours • Historical & Heritage Tours
Spa Prana,5.0,17,Spas
Walkabout International,5.0,9,Safaris • Climbing Tours
Kathmandu Sport Climbing Center,5.0,10,Playgrounds • Game & Entertainment Centers
Ace Heritage Nepal  Private Day Tour,5.0,16,Cultural Tours • Nature & Wildlife Tours
Rustic Himalayan Adventure,5.0,11,River Rafting & Tubing • Bike Tours
Shiva Treks and Expeditions,5.0,9,Multi-day Tours • Hiking & Camping Tours
Kathmandu Center Of Healing,5.0,10,Yoga & Pilates
Beauty Spa Hub,4.5,33,Spas
Nepal Mountain Lovers Treks and Expedition (P) Ltd Day Tours,5.0,26,Hiking & Camping Tours
Explore Dream Nepal Tours,5.0,8,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Adventure World Club,5.0,9,Multi-day Tours • Cultural Tours
White Lotus Adventure,5.0,10,City Tours • Multi-day Tours
World Heritage Treks - Private Day Tours,5.0,18,Historical & Heritage Tours
Nepal Adventure Point,5.0,12,Helicopter Tours • Hiking & Camping Tours
Kingfisher Adventure & Treks,5.0,8,"4WD, ATV & Off-Road Tours • Bike Tours"
Himalayan Adventure Intl Treks & Expedition,5.0,16,Hiking & Camping Tours
Book Cab Now,4.5,13,Taxis & Shuttles
Adventure Gaurishankar - Day Tours,5.0,14,River Rafting & Tubing • Bike Tours
Friendship Trekking Pvt Ltd,5.0,23,City Tours • Multi-day Tours
Alpine Kailash Trek,4.5,14,Multi-day Tours • Cultural Tours
Alpine Journeys Treks & Expedition - Private Day Tours,5.0,11,Hiking & Camping Tours • Private Tours
Himalayan Vacation Treks & Expedition Pvt Ltd,5.0,35,Multi-day Tours • Climbing Tours
Guidea Treks & Expedition - Day Tours,4.5,17,Hiking & Camping Tours
Discover Altitude,5.0,7,Multi-day Tours • Cultural Tours
Nepal Holiday Treks and Tours,5.0,30,Historical & Heritage Tours • Eco Tours
Boss Adventure,5.0,9,Cultural Tours • Climbing Tours
Keep Walking Nepal Treks and Expeditions,5.0,23,Climbing Tours
Green Hiker Treks Chisapani Private Day Trip,5.0,17,Hiking & Camping Tours • Kayaking & Canoeing
Jatra Travels,5.0,9,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Miteri Nepal International Trekking,5.0,10,Cultural Tours • Walking Tours
Dream Himalaya Adventures Pvt Ltd,5.0,8,City Tours • Multi-day Tours
Himalayan Icefall Trekking,5.0,9,Multi-day Tours • River Rafting & Tubing
Explore Vacation Pvt Ltd,5.0,8,Multi-day Tours • Cultural Tours
Nepal Mountain Bike Tours,4.5,21,Bike Tours • Gear Rentals
Mega Mount Trekking & Expedition,5.0,27,Multi-day Tours • Hiking & Camping Tours
Bike Hub,5.0,9,Bike Tours
Beside The Himalayan Treks,5.0,20,Cultural Tours • Hiking & Camping Tours
Buddha Treks Group,4.5,34,Walking Tours • Sightseeing Tours
Nepal Female Trek - Day Tours,5.0,15,Hiking & Camping Tours
Great Panorama Treks & Expedition,5.0,39,Multi-day Tours • Walking Tours
Nepalese Trekking,5.0,12,River Rafting & Tubing
Mountain Miracle Treks and Expedition Pvt Ltd,5.0,10,Multi-day Tours • Cultural Tours
Peregrine Treks and Tours,5.0,27,Helicopter Tours • Adrenaline & Extreme Tours
Salvation Travel,5.0,9,Multi-day Tours • Cultural Tours
Travel With Me Nepal,5.0,8,"4WD, ATV & Off-Road Tours • Walking Tours"
Nepal Trail Finder Treks & Expedition,5.0,9,Multi-day Tours • Climbing Tours
Adventure Tansen Trek,5.0,10,Multi-day Tours • Cultural Tours
Explore Himalayan,5.0,10,Multi-day Tours • Helicopter Tours
All Trekker's Team,5.0,10,Multi-day Tours • Climbing Tours
Rainbow Adventure Treks & Tours,4.5,10,Multi-day Tours • River Rafting & Tubing
Himalaya Walking Tours and Travels,5.0,8,Historical & Heritage Tours • Climbing Tours
Ktenzing Adventure,5.0,20,Climbing Tours • Sightseeing Tours
Off The Beaten Path Trek,5.0,6,Hiking Trails
Footloose in the Himalaya Pvt Ltd,5.0,10,City Tours • River Rafting & Tubing
Apex Himalaya Treks & Expedition,5.0,8,Multi-day Tours • Sightseeing Tours
Base Camp Excursion,5.0,20,Multi-day Tours • Climbing Tours
Travel to Himalayas Pvt Ltd Nepal; The best operator,5.0,8,Multi-day Tours • Canyoning & Rappelling Tours
"Red Rose Travel, Tours and Treks PLtd",5.0,35,City Tours • Multi-day Tours
Travel Max Guide - TMG Adventure,5.0,20,Multi-day Tours • Historical & Heritage Tours
Yala Adventure Pvt Ltd,5.0,7,Multi-day Tours • Canyoning & Rappelling Tours
Nepal Wonders Treks,5.0,9,Hiking Trails • Hiking & Camping Tours
Cultural Treks & Expedition,4.5,15,Cultural Tours
Khumbu Adventures,5.0,10,Cultural Tours • Historical & Heritage Tours
Trail Blazer Travels & Tour P Ltd,5.0,11,City Tours • Cultural Tours
Pranamaya Yoga,4.5,14,Yoga & Pilates
Namaste Treks,5.0,10,Helicopter Tours • Sightseeing Tours
Everest Tour Nepal Treks & Expedition Pvt Ltd,5.0,6,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Nepalese Pashmina & Cashmere Shop,5.0,8,Speciality & Gift Shops
Crimson Nepal Adventure,5.0,10,Cultural Tours
Go Trek Nepal Day Tour,5.0,8,City Tours • Multi-day Tours
Himalayan Ski Trek,5.0,10,Multi-day Tours • Climbing Tours
Nepal Mountain Company Pvt Ltd,5.0,7,Day Trips
Himalayan Challenge Treks,5.0,8,Multi-day Tours • River Rafting & Tubing
Himal Tourism PvtLtd,5.0,7,Multi-day Tours • Hiking & Camping Tours
Trexmount Ventures,5.0,28,Multi-day Tours • Cultural Tours
Mountain Routes,5.0,7,Adrenaline & Extreme Tours • Hiking & Camping Tours
Everest Extreme Adventure,5.0,7,Private Tours
Friday Travel Nepal,5.0,7,Multi-day Tours • Private Tours
Blue Lake Travels And Tours Pvt Ltd,5.0,20,Sightseeing Tours • Nature & Wildlife Tours
Hidden Journeys Private Day Tours,5.0,13,Private Tours
Cheap Trip Nepal and Himalaya Adventure Group,5.0,8,City Tours • Multi-day Tours
Best Treks In Nepal -  Nepal Tour Packages : Best Treks Ghorepani Poon Hill Trek,5.0,7,Multi-day Tours • Safaris
Hello Travels,5.0,8,Helicopter Tours • Historical & Heritage Tours
Adventure Mountain Treks and Expedition (P) Ltd,5.0,8,Multi-day Tours • Cultural Tours
Neeru's Spa at Shivapuri Heights Cottage,5.0,16,Spas
HImalayan Glow Treks & Expedition,5.0,9,Cultural Tours • Sightseeing Tours
Adventure Kora,5.0,7,Multi-day Tours • Climbing Tours
Peaches The Wax Bar,5.0,7,Spas
Mountain Hiking and Trekking - Day Tours,5.0,10,Cultural Tours • Hiking & Camping Tours
San Trekking Nepal,5.0,7,Multi-day Tours • Helicopter Tours
Shambhala Trekking,5.0,21,Adrenaline & Extreme Tours • Historical & Heritage Tours
Duke Nepal Adventure,5.0,16,City Tours • Multi-day Tours
Plan Holidays Travel and Tours (P) Ltd,5.0,7,City Tours • Multi-day Tours
Advent Himalaya Treks,5.0,15,Multi-day Tours • Climbing Tours
Himalayan Destinations,5.0,8,Multi-day Tours • Cultural Tours
Himalayan Discovery Trek,5.0,15,Multi-day Tours • Hiking & Camping Tours
Saribung Adventure - Day Tour,5.0,11,Cultural Tours • Historical & Heritage Tours
International Sherpa Adventure Private Day Tours,5.0,17,Private Tours
Baber Mahal Revisited,4.5,13,Speciality & Gift Shops
Yeti Travels - Private Day Tours,4.5,21,Bike Tours • Private Tours
Green Society Adventure,5.0,19,City Tours • Cultural Tours
Nepal Music Gallery,5.0,7,Speciality & Gift Shops
Northcliff Treks & Expedition,5.0,8,City Tours • Multi-day Tours
Roof of the Himalayas,5.0,7,Multi-day Tours • Private Tours
Nature Connection Treks & Tours,5.0,7,City Tours • Historical & Heritage Tours
East and West International Tours and Travels - Private Day Tours,5.0,8,Private Tours
Mountain Expedition Nepal (MEN) - The Expedition Expert,5.0,6,Multi-day Tours • Adrenaline & Extreme Tours
Water By Nature - Nepal,5.0,7,River Rafting & Tubing
Himalayan Trail Finder Adventure Center,4.5,11,City Tours • Multi-day Tours
Base Camp Hike,5.0,11,Multi-day Tours • Sightseeing Tours
Protrek Adventure,5.0,6,Multi-day Tours • Adrenaline & Extreme Tours
Vintage Travels & Tours,5.0,13,City Tours • Multi-day Tours
Far Out Nepal,5.0,11,City Tours • Bike Tours
Yoga With Chintamani,4.5,18,Yoga & Pilates
Eco Holidays Asia,5.0,13,Multi-day Tours • Cultural Tours
Crusade Himalaya,5.0,7,Multi-day Tours • Climbing Tours
8000 Expeditions,5.0,14,Multi-day Tours • Climbing Tours
Fishtail Tours & Travels,5.0,18,River Rafting & Tubing • Cultural Tours
Yatri Spa,5.0,8,Spas
Annapurna Trekking Agency,5.0,6,Multi-day Tours • Canyoning & Rappelling Tours
Adventure Mountain Nest,5.0,8,Multi-day Tours • Climbing Tours
Best Nepal Trekking,5.0,14,Cultural Tours • Walking Tours
Himalayan Vision Treks,5.0,9,City Tours • Multi-day Tours
Golden Nepal Trek & Expedition,4.5,8,Multi-day Tours • Cultural Tours
My Nepal Treks and Expedition Pvt Ltd - Private Day Tours,5.0,13,Hiking & Camping Tours • Private Tours
Mountain Guide Trek & Expedition,5.0,8,River Rafting & Tubing • Adrenaline & Extreme Tours
Patasi Cashmere,5.0,6,Speciality & Gift Shops
Nature Heaven Treks and Expedition,5.0,6,Multi-day Tours • Day Trips
Tranquility Spa - Soaltee Crowne Plaza,5.0,6,Sports Camps & Clinics • Day Trips
Adventure International Trekking,5.0,6,Multi-day Tours • Private Tours
Nomadic Nepal,5.0,6,Multi-day Tours • Climbing Tours
Holy Mountain Treks,5.0,19,Multi-day Tours • Walking Tours
Himalayan connection,5.0,5,City Tours • Multi-day Tours
Om Singing Bowls & Healing hub,5.0,18,Lessons & Workshops
High Five Adventures,4.5,7,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Himalayan Yogi Adventure,5.0,36,Hiking & Camping Tours • Nature & Wildlife Tours
Tailored Treks and Expeditions,5.0,8,Climbing Tours • Hiking & Camping Tours
