title,avg_rating,voted_by,genre
Mountain Miracle Treks and Expedition Pvt Ltd,5.0,10,Multi-day Tours • Cultural Tours
Adam Tours & Travels,5.0,12,Day Trips
Peregrine Treks and Tours,5.0,27,Helicopter Tours • Adrenaline & Extreme Tours
Salvation Travel,5.0,9,Multi-day Tours • Cultural Tours
Travel With Me Nepal,5.0,8,"4WD, ATV & Off-Road Tours • Walking Tours"
Nepal Trail Finder Treks & Expedition,5.0,9,Multi-day Tours • Climbing Tours
Adventure Tansen Trek,5.0,10,Multi-day Tours • Cultural Tours
Evergreen Yoga Studio Chitwan,5.0,16,Yoga & Pilates
Explore Himalayan,5.0,10,Multi-day Tours • Helicopter Tours
Mustang Mountainbikes,4.0,33,Gear Rentals
Skywalk Paragliding,5.0,11,Parasailing & Paragliding
All Trekker's Team,5.0,10,Multi-day Tours • Climbing Tours
Rainbow Adventure Treks & Tours,4.5,10,Multi-day Tours • River Rafting & Tubing
Explore Pokhara Holiday Adventure,5.0,7,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Himalaya Walking Tours and Travels,5.0,8,Historical & Heritage Tours • Climbing Tours
Silent Yoga Retreat,5.0,10,Yoga & Pilates
Ktenzing Adventure,5.0,20,Climbing Tours • Sightseeing Tours
Off The Beaten Path Trek,5.0,6,Hiking Trails
Footloose in the Himalaya Pvt Ltd,5.0,10,City Tours • River Rafting & Tubing
Apex Himalaya Treks & Expedition,5.0,8,Multi-day Tours • Sightseeing Tours
Sotai & Kai Therapy Centre,5.0,17,Spas
Nature Expedition Tours,5.0,8,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Base Camp Excursion,5.0,20,Multi-day Tours • Climbing Tours
Travel to Himalayas Pvt Ltd Nepal; The best operator,5.0,8,Multi-day Tours • Canyoning & Rappelling Tours
"Red Rose Travel, Tours and Treks PLtd",5.0,35,City Tours • Multi-day Tours
Travel Max Guide - TMG Adventure,5.0,20,Multi-day Tours • Historical & Heritage Tours
Yala Adventure Pvt Ltd,5.0,7,Multi-day Tours • Canyoning & Rappelling Tours
Nepal Wonders Treks,5.0,9,Hiking Trails • Hiking & Camping Tours
Cultural Treks & Expedition,4.5,15,Cultural Tours
Khumbu Adventures,5.0,10,Cultural Tours • Historical & Heritage Tours
Trail Blazer Travels & Tour P Ltd,5.0,11,City Tours • Cultural Tours
Pranamaya Yoga,4.5,14,Yoga & Pilates
Namaste Treks,5.0,10,Helicopter Tours • Sightseeing Tours
Everest Tour Nepal Treks & Expedition Pvt Ltd,5.0,6,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Nepalese Pashmina & Cashmere Shop,5.0,8,Speciality & Gift Shops
Crimson Nepal Adventure,5.0,10,Cultural Tours
Go Trek Nepal Day Tour,5.0,8,City Tours • Multi-day Tours
Himalayan Ski Trek,5.0,10,Multi-day Tours • Climbing Tours
Nepal Mountain Company Pvt Ltd,5.0,7,Day Trips
Himalayan Challenge Treks,5.0,8,Multi-day Tours • River Rafting & Tubing
Traveller’s Eco Tours,5.0,7,Safaris • Bike Tours
Himal Tourism PvtLtd,5.0,7,Multi-day Tours • Hiking & Camping Tours
Trexmount Ventures,5.0,28,Multi-day Tours • Cultural Tours
Mountain Routes,5.0,7,Adrenaline & Extreme Tours • Hiking & Camping Tours
Everest Extreme Adventure,5.0,7,Private Tours
Friday Travel Nepal,5.0,7,Multi-day Tours • Private Tours
Blue Lake Travels And Tours Pvt Ltd,5.0,20,Sightseeing Tours • Nature & Wildlife Tours
Chitwan Jungle Safari,4.5,17,Safaris • Nature & Wildlife Tours
Hidden Journeys Private Day Tours,5.0,13,Private Tours
Cheap Trip Nepal and Himalaya Adventure Group,5.0,8,City Tours • Multi-day Tours
Best Treks In Nepal -  Nepal Tour Packages : Best Treks Ghorepani Poon Hill Trek,5.0,7,Multi-day Tours • Safaris
Hello Travels,5.0,8,Helicopter Tours • Historical & Heritage Tours
Liquid Bar Namche,5.0,32,Bars & Clubs
Adventure Mountain Treks and Expedition (P) Ltd,5.0,8,Multi-day Tours • Cultural Tours
Neeru's Spa at Shivapuri Heights Cottage,5.0,16,Spas
Mountain Hawk Aero Sports Club,4.5,20,Sightseeing Tours
HImalayan Glow Treks & Expedition,5.0,9,Cultural Tours • Sightseeing Tours
Adventure Kora,5.0,7,Multi-day Tours • Climbing Tours
Peaches The Wax Bar,5.0,7,Spas
Mountain Hiking and Trekking - Day Tours,5.0,10,Cultural Tours • Hiking & Camping Tours
San Trekking Nepal,5.0,7,Multi-day Tours • Helicopter Tours
Shambhala Trekking,5.0,21,Adrenaline & Extreme Tours • Historical & Heritage Tours
Duke Nepal Adventure,5.0,16,City Tours • Multi-day Tours
Plan Holidays Travel and Tours (P) Ltd,5.0,7,City Tours • Multi-day Tours
Advent Himalaya Treks,5.0,15,Multi-day Tours • Climbing Tours
Twin Peaks Treks & Travels,5.0,7,Cultural Tours • Sightseeing Tours
Himalayan Destinations,5.0,8,Multi-day Tours • Cultural Tours
Himalayan Discovery Trek,5.0,15,Multi-day Tours • Hiking & Camping Tours
Saribung Adventure - Day Tour,5.0,11,Cultural Tours • Historical & Heritage Tours
New Treasure Art,5.0,13,Speciality & Gift Shops
International Sherpa Adventure Private Day Tours,5.0,17,Private Tours
Baber Mahal Revisited,4.5,13,Speciality & Gift Shops
Global International Travel,5.0,9,Parasailing & Paragliding • City Tours
Oasis Spa And Beauty Care,4.5,11,Spas
Yeti Travels - Private Day Tours,4.5,21,Bike Tours • Private Tours
Women Empowerment Trek,5.0,7,Multi-day Tours • Bike Tours
Green Society Adventure,5.0,19,City Tours • Cultural Tours
Nepal Music Gallery,5.0,7,Speciality & Gift Shops
Northcliff Treks & Expedition,5.0,8,City Tours • Multi-day Tours
Roof of the Himalayas,5.0,7,Multi-day Tours • Private Tours
BP Scout Peak Treks and Expedition,5.0,15,Multi-day Tours • Adrenaline & Extreme Tours
Nature Connection Treks & Tours,5.0,7,City Tours • Historical & Heritage Tours
East and West International Tours and Travels - Private Day Tours,5.0,8,Private Tours
Mountain Expedition Nepal (MEN) - The Expedition Expert,5.0,6,Multi-day Tours • Adrenaline & Extreme Tours
Water By Nature - Nepal,5.0,7,River Rafting & Tubing
Himalayan Trail Finder Adventure Center,4.5,11,City Tours • Multi-day Tours
Base Camp Hike,5.0,11,Multi-day Tours • Sightseeing Tours
Protrek Adventure,5.0,6,Multi-day Tours • Adrenaline & Extreme Tours
Vintage Travels & Tours,5.0,13,City Tours • Multi-day Tours
Far Out Nepal,5.0,11,City Tours • Bike Tours
Yoga With Chintamani,4.5,18,Yoga & Pilates
Eco Holidays Asia,5.0,13,Multi-day Tours • Cultural Tours
Crusade Himalaya,5.0,7,Multi-day Tours • Climbing Tours
8000 Expeditions,5.0,14,Multi-day Tours • Climbing Tours
Fishtail Tours & Travels,5.0,18,River Rafting & Tubing • Cultural Tours
Cycle Tours & Travel,5.0,7,City Tours • Multi-day Tours
Mountain Flyers Paragliding,4.5,15,Parasailing & Paragliding
Yatri Spa,5.0,8,Spas
Annapurna Trekking Agency,5.0,6,Multi-day Tours • Canyoning & Rappelling Tours
Adventure Mountain Nest,5.0,8,Multi-day Tours • Climbing Tours
Tour Guide In Nepal - Sauraha,5.0,7,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Pia,5.0,7,Speciality & Gift Shops
Best Nepal Trekking,5.0,14,Cultural Tours • Walking Tours
Himalayan Vision Treks,5.0,9,City Tours • Multi-day Tours
Pampering Day Spa,4.5,17,Spas
Golden Nepal Trek & Expedition,4.5,8,Multi-day Tours • Cultural Tours
My Nepal Treks and Expedition Pvt Ltd - Private Day Tours,5.0,13,Hiking & Camping Tours • Private Tours
Flying Munky Airventures,4.5,14,Parasailing & Paragliding
Mountain Guide Trek & Expedition,5.0,8,River Rafting & Tubing • Adrenaline & Extreme Tours
Patasi Cashmere,5.0,6,Speciality & Gift Shops
Nature Heaven Treks and Expedition,5.0,6,Multi-day Tours • Day Trips
Tranquility Spa - Soaltee Crowne Plaza,5.0,6,Sports Camps & Clinics • Day Trips
Adventure International Trekking,5.0,6,Multi-day Tours • Private Tours
Dhukuti,4.5,11,Speciality & Gift Shops
Nomadic Nepal,5.0,6,Multi-day Tours • Climbing Tours
Solace Adventure Pltd,5.0,5,Private Tours
Fishtail Nepal Paragliding,5.0,6,Parasailing & Paragliding • Helicopter Tours
Poonhill Treks & Expedition,5.0,13,Parasailing & Paragliding • Multi-day Tours
Ridge Trail Trekking Pvt Ltd,5.0,8,City Tours • Multi-day Tours
Holy Mountain Treks,5.0,19,Multi-day Tours • Walking Tours
Himalayan connection,5.0,5,City Tours • Multi-day Tours
Om Singing Bowls & Healing hub,5.0,18,Lessons & Workshops
High Five Adventures,4.5,7,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Himalayan Yogi Adventure,5.0,36,Hiking & Camping Tours • Nature & Wildlife Tours
Tailored Treks and Expeditions,5.0,8,Climbing Tours • Hiking & Camping Tours
Apsana International Treks and Expedition Private Limited,5.0,8,Multi-day Tours • Bike Tours
Swami Narayan Travels Pvt Ltd,5.0,7,Multi-day Tours • Day Trips
Himalayan Snow Treks and Expedition,5.0,7,Multi-day Tours • Adrenaline & Extreme Tours
Travelsmith Nepal,5.0,8,City Tours • Water Sports
Adventure Mountain Club,5.0,23,City Tours • Cultural Tours
Bespoken Himalayan Treks,5.0,6,Multi-day Tours • River Rafting & Tubing
Bikemandu,4.5,8,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Pressure Points Spa,5.0,7,Spas
Himalayan Nomad Treks,5.0,5,Sightseeing Tours • Hiking & Camping Tours
Wanderlust Yoga,5.0,7,Multi-day Tours • Sightseeing Tours
Makalu Arun Social Trek,4.5,10,Hiking & Camping Tours • Private Tours
Nepal Glory Treks,5.0,6,Multi-day Tours • Climbing Tours
Family Adventure Treks and Expedition - Private Day Tours,5.0,54,Hiking & Camping Tours • Private Tours
Himalayan Treks,5.0,7,Cultural Tours • Sightseeing Tours
Gyan Mandala,5.0,6,Yoga & Pilates
Outdoor Compass Trekking Shop,5.0,6,Speciality & Gift Shops
Om Holidays Tour and Trek Private Limited,5.0,6,Multi-day Tours • Walking Tours
New Barber Shop,5.0,6,Spas
Mission Nepal Holidays - Day Tours,5.0,44,"Cultural Tours • 4WD, ATV & Off-Road Tours"
Holistic Health Yoga Studio,5.0,7,Yoga & Pilates
Altimate Himalaya,5.0,7,Multi-day Tours • River Rafting & Tubing
Himalayan Eco-Culture Treks & Research Expeditions,5.0,6,Multi-day Tours • Climbing Tours
Saraswoti Yoga,5.0,7,Yoga & Pilates
Smiling Buddah Trekking & Cultural Tours,5.0,8,Multi-day Tours • Hiking & Camping Tours
Sunapati Thanka Painting School,5.0,7,Paint & Pottery Studios
Nepal Yetiraj Treks,5.0,7,City Tours • Cultural Tours
Trail Himalaya,5.0,7,Multi-day Tours • Historical & Heritage Tours
Asian Mystery Treks - Private Day Tours,5.0,12,Hiking & Camping Tours • Private Tours
Mahaguthi Craft With Conscience,5.0,7,Speciality & Gift Shops
Nepal Trekking Lover,5.0,5,Multi-day Tours • Cultural Tours
Z Store,5.0,9,Bars & Clubs
Golden Gate Holidays Travels & Treks,5.0,12,City Tours • Multi-day Tours
Base Camp,4.5,10,Bars & Clubs
Happy Holiday Treks and Expedition,5.0,7,Air Tours
Prabhu Helicopter,5.0,12,Helicopter Tours • Sightseeing Tours
Himalayan Yoga Academy,5.0,5,Lessons & Workshops
Mount Adventure Holidays,5.0,33,Multi-day Tours • Bike Tours
Everest Base Camp Helicopter Tour,5.0,6,Helicopter Tours
Wellness Organic Club - Spa,4.5,11,Spas
Himalaya Kailash Travels & Tours,5.0,6,Cultural Tours • Helicopter Tours
Skyline Treks and Expedition Pvt Ltd Day Tours,5.0,116,Hiking & Camping Tours
Shankarapur Paragliding,5.0,14,Parasailing & Paragliding
Hole in the Wall,5.0,7,Bars & Clubs
The Trekking Time,5.0,5,Multi-day Tours • River Rafting & Tubing
Trek Leader Expeditions - Day Tours,4.5,10,City Tours • Cultural Tours
Adventure Mountain Express,4.5,21,Cultural Tours • Day Trips
Helping Hand Handicrafts,4.5,7,Speciality & Gift Shops
First Himalayan,5.0,7,Multi-day Tours • Hiking & Camping Tours
Emerging Nepal Trek - Kathmandu Day Tour,5.0,17,Private Tours
Great Nepal Travels - Kirtipur City Sightseeing Tour,5.0,16,City Tours
Soulful Nepal Holidays Pvt Ltd,5.0,5,City Tours • Multi-day Tours
Tripdeal365,5.0,6,Multi-day Tours • Safaris
Heavenly spa,4.5,7,Spas
Namaste Treks And Expeditions Pvt Ltd,5.0,5,Multi-day Tours • Safaris
"Dilmaya Treks & Expedition Pvt Ltd, Private Tours",4.5,6,Private Tours • Day Trips
Himalayan Circuit,5.0,11,Multi-day Tours • Cultural Tours
AY Adventure Treks & Expedition,5.0,8,Parasailing & Paragliding • Adrenaline & Extreme Tours
Nepal Inside Out Treks & Tours,5.0,5,Multi-day Tours • Cultural Tours
Nepal Glacier Treks & Expedition,5.0,6,Multi-day Tours • Cultural Tours
Upper Mustang Trekking,5.0,5,Cultural Tours • Hiking & Camping Tours
Everest View Treks And Expedition,5.0,5,Multi-day Tours • Climbing Tours
Grande Adventures,5.0,5,Multi-day Tours • Cultural Tours
Alpine Explore Nepal - Day Tours,5.0,81,Helicopter Tours • Sightseeing Tours
Cross River Rafting,5.0,5,River Rafting & Tubing • Kayaking & Canoeing
Avishek Paudel,5.0,5,Multi-day Tours • Taxis & Shuttles
Mystik Mountains Adventure and Holidays,5.0,5,Multi-day Tours • Hiking & Camping Tours
Ritual Thanka,5.0,5,Speciality & Gift Shops • Art Galleries
Alpine Adventure Team,5.0,5,Cultural Tours • Climbing Tours
Om Family,4.0,20,Yoga & Pilates
Nepal Everest Base Camp Trekking Company PvtLtd,5.0,5,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Ace Transport,5.0,6,Taxis & Shuttles
Himaland Adventure - Nepal,5.0,5,Multi-day Tours • Hiking & Camping Tours
vnepalcom,5.0,5,Multi-day Tours • Cultural Tours
Pilgrims Travel & Tours,5.0,6,Multi-day Tours • Sightseeing Tours
Passages Nepal Pvt Ltd,5.0,11,Sightseeing Tours • Hiking & Camping Tours
Great Nepal Treks & Expedition Pvt Ltd,5.0,17,Historical & Heritage Tours • Bike Tours
GeTS Holidays Nepal,5.0,5,Multi-day Tours • Adrenaline & Extreme Tours
Annapurna Yoga Treks,5.0,5,Multi-day Tours • Cultural Tours
Foot and Shadows Private Day Tours,5.0,10,Private Tours
Royal Mountain Trekking Nepal Pvt Ltd,5.0,11,Multi-day Tours • Climbing Tours
Beautiful Pokhara Adventure,4.5,19,Hiking & Camping Tours
Kyanjin Ri,5.0,11,Other Outdoor Activities
Nepalaya Spa,5.0,6,Spas
Real Adventure Nepal - Private Day Tours,4.5,11,Private Tours
Well Adventure Tours and Travel,5.0,6,Cultural Tours • Helicopter Tours
Kamana Transport Service,5.0,5,Bus Services • Taxis & Shuttles
House of Palettes,5.0,5,Paint & Pottery Studios
Aspiration Adventure,5.0,4,Multi-day Tours • Helicopter Tours
Yeti Yoga & Healing Center,4.5,9,Yoga & Pilates
DMT Adventure,5.0,5,Multi-day Tours • Adrenaline & Extreme Tours
Bodhi Tours and Treks,5.0,11,Multi-day Tours • Eco Tours
Hidden Paradise Adventure,5.0,5,City Tours • Cultural Tours
MyTrip2Nepal,4.0,16,Multi-day Tours • Cultural Tours
Shera Sherpa Adventures,5.0,5,Hiking & Camping Tours
Treks Himalaya,5.0,66,City Tours • Helicopter Tours
Corporate Travel Private Tours,5.0,6,City Tours • Historical & Heritage Tours
Adventure 14 Peaks,5.0,13,Climbing Tours • Hiking & Camping Tours
Inland Expeditions,5.0,4,Visitor Centers
Kathmandu Holiday Tours & Travels,5.0,4,City Tours • Multi-day Tours
FlashpackerConnect,5.0,5,City Tours • Multi-day Tours
Alpha & Omega Trekking,5.0,5,Climbing Tours • Hiking & Camping Tours
Om Sherpa treks,5.0,4,Multi-day Tours • Helicopter Tours
Amrita Craft Pvt Ltd,5.0,6,Speciality & Gift Shops
Vista Adventure Nepal,5.0,11,Cultural Tours • Walking Tours
Cycling Nepal,5.0,10,City Tours • Cultural Tours
Gurja Himal Treks,5.0,4,Hiking & Camping Tours
City & Guides,5.0,4,City Tours • Multi-day Tours
Asia Buddhist Tours & Treks,5.0,6,City Tours • Multi-day Tours
Miracle SPA,5.0,5,Spas
Urban Adventures Pokhara,4.5,10,Cultural Tours • Shopping Tours
Pinnacle Treks and Expedition,5.0,5,Cultural Tours • Sightseeing Tours
Nepal Himalayan Sherpa Adventure,5.0,5,Multi-day Tours • Hiking & Camping Tours
Amazing Authentic Treks,4.5,8,City Tours • Cultural Tours
Lets Go Hiking Nepal Treks,5.0,4,Multi-day Tours • Climbing Tours
Om's Safari Tours,5.0,4,Multi-day Tours • Eco Tours
Mountain Challenger Trek and Expedition,5.0,4,Cultural Tours • Eco Tours
Yogi-nomad,5.0,18,Spas
Association Moey,5.0,4,Nature & Wildlife Tours
Mandara Spa & Wellness Center,4.5,7,Spas
Adventure Steps Nepal,5.0,10,Multi-day Tours • Cultural Tours
Royal Himalayan Safari,5.0,4,Multi-day Tours • Helicopter Tours
Yoga for Everyone,5.0,5,Yoga & Pilates
Himalayan club Tours and Travel,5.0,4,Multi-day Tours • Eco Tours
Club OMG,4.0,12,Bars & Clubs
Sisa Holidays Tours,5.0,4,City Tours • Cultural Tours
Medieval Tours & Travels,5.0,18,Sightseeing Tours
Private Nagarkot Hiking Day Tour,4.5,8,Hiking & Camping Tours
Touch Kailash Travels & Tours,4.0,16,Cultural Tours • Helicopter Tours
Lets Trip Nepal,5.0,4,Multi-day Tours • Cultural Tours
Galaxy World Travels,5.0,5,City Tours • Cultural Tours
Superb Catalyst Trekking and Tour PvtLtd,5.0,4,Multi-day Tours • Private Tours
De Himalaya,5.0,6,Parasailing & Paragliding • Multi-day Tours
Everything Elephant,5.0,4,Nature & Wildlife Tours
Community Homestay Network,5.0,4,Multi-day Tours • Cultural Tours
Alliance Treks and Expeditions,4.5,9,City Tours • Cultural Tours
Tibetan Naro Tsalung Yoga & Mindfulness,5.0,4,Yoga & Pilates
Refresh Spa,5.0,9,Spas
Himalayan Trails Trekking & Climbing Pvt Ltd,5.0,36,City Tours • Cultural Tours
Himalaya Heli,5.0,4,Helicopter Tours
Council Travel & Tours,5.0,4,City Tours • Sightseeing Tours
Summit Nepal Trekking - Day Tours,5.0,5,Bike Tours • Hiking & Camping Tours
Sewa Responsible Travel,5.0,4,Hiking & Camping Tours
Community Nepal Tours and Travels,5.0,4,Parasailing & Paragliding • Multi-day Tours
MyNepalonline,5.0,4,Cultural Tours • Safaris
Everest Vacation,4.5,6,City Tours • Multi-day Tours
Ojas Spa,4.5,8,Spas
Altitude Himalaya,5.0,4,Multi-day Tours • Private Tours
Gallery Himalaya Treks & Expedition,5.0,5,Hiking & Camping Tours
Trans Himalayan Tour & Trekking,5.0,4,Multi-day Tours • Cultural Tours
Zen Adventure Holidays,5.0,4,Cultural Tours • Climbing Tours
Hiker Himalaya Treks & Expedition Pvt Ltd,5.0,4,Multi-day Tours • Private Tours
Namaste Journeys,5.0,4,Multi-day Tours • Hiking & Camping Tours
Green Holidays Trekking,5.0,5,Multi-day Tours • Hiking & Camping Tours
Hotel Rhino Land,5.0,4,Multi-day Tours • Walking Tours
Metro Everest Treks & Expedition,4.5,5,Multi-day Tours • Cultural Tours
Plan Nepal Treks & Expedition,5.0,4,Multi-day Tours • Climbing Tours
Nepal experience tour trek and travel company,5.0,4,Safaris • Taxis & Shuttles
Thamel Travels and Tours,5.0,510,Archaeology Tours
The Blue Space Nepal,5.0,4,Multi-day Tours • Canyoning & Rappelling Tours
Incredible Mountains,5.0,4,Multi-day Tours • Historical & Heritage Tours
Anu Treks International - Private Day Tours,5.0,26,Hiking & Camping Tours • Private Tours
UpHimalayas,5.0,4,City Tours • Multi-day Tours
Base Camp Everest trek,5.0,4,Hiking & Camping Tours
Everest One,5.0,4,Multi-day Tours • Cultural Tours
Star World Tours & Travels P Ltd,5.0,4,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Karma Holidays,5.0,4,City Tours • Sightseeing Tours
Pokhara Nepal Dance Lessons,5.0,4,Lessons & Workshops
Everest Cooking Class and Meal in a Kathmandu Grill Restaurant & Wine Bar,5.0,4,Cooking Classes
Great Wall Nepal,4.5,11,City Tours • Cultural Tours
Angel Hands Cashmere Store,5.0,6,Speciality & Gift Shops
Trekking the Himalaya,5.0,5,Multi-day Tours • Eco Tours
Red Reach Himalaya Trek,5.0,4,Multi-day Tours • Adrenaline & Extreme Tours
Quad Bike Nepal,5.0,4,"4WD, ATV & Off-Road Tours • Adrenaline & Extreme Tours"
Nepal Trekking Pro,5.0,5,Parasailing & Paragliding • City Tours
Nature Knit,4.0,10,Speciality & Gift Shops
Ever Green Trekking,4.5,8,Parasailing & Paragliding
Grade Five Adventures Nepal,5.0,9,Historical & Heritage Tours • Sightseeing Tours
Ski Guides Nepal,5.0,9,Multi-day Tours • Ski & Snow Tours
Evergreen Paragliding,5.0,6,Parasailing & Paragliding
Travel himalaya Nepal Treks,5.0,17,Multi-day Tours • Climbing Tours
Ace Hiking,5.0,4,Walking Tours • Hiking & Camping Tours
Chamling Spa & Beauty Parlour,5.0,21,Spas
8 Eyes Travel,5.0,4,City Tours • Multi-day Tours
Himalayan Wanderer - Private Day Tours,5.0,6,Historical & Heritage Tours • Private Tours
Masseur SPA,5.0,3,Adrenaline & Extreme Tours
One Tree Stop,5.0,5,Speciality & Gift Shops
Trip Concern Pvt ltd,5.0,10,City Tours • Cultural Tours
AmaDablam Adventures,4.5,6,Multi-day Tours • River Rafting & Tubing
La'Asia Salon and Spa,5.0,3,Spas
Tenjin Eco Trek,5.0,4,Climbing Tours • Hiking Trails
Himalaya Caravan Adventure,4.5,7,Other Outdoor Activities
Traveling Spoon,5.0,4,Cooking Classes • Food Tours
Rum Doodle,3.5,73,Bars & Clubs
Alpha and Omega Yoga Center,5.0,4,Yoga & Pilates
Nepal Dream,5.0,4,Multi-day Tours • Cultural Tours
The Himalayas,5.0,4,Multi-day Tours • Cultural Tours
Tranquility Spa,4.0,7,Spas
Shona's Alpine,3.5,17,Speciality & Gift Shops
Himalayan Wild Treks,5.0,4,Multi-day Tours • Hiking & Camping Tours
Ganesh Himal Trekking & Tours,4.5,45,Parasailing & Paragliding • City Tours
Explore Chitwan Holidays - Chitwan,5.0,3,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Beat Trekking,5.0,3,Parasailing & Paragliding • Multi-day Tours
Fewa Trail Treks - Lumbini,5.0,3,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Navigate Outdoor,5.0,3,Multi-day Tours • Bike Tours
Paradise Destination,5.0,3,Parasailing & Paragliding • Multi-day Tours
Nepatrek,4.5,6,Multi-day Tours • Hiking & Camping Tours
Mactrek & Expedition (P) Ltd - Helicopter Day Tours,5.0,5,Helicopter Tours
World Highest Trek,5.0,3,Multi-day Tours • Boat Tours
Sakura Spa,5.0,4,Spas
Trip To Nepal,4.0,7,Cultural Tours • Walking Tours
Beyond Base Camp Treks,5.0,3,Walking Tours • Climbing Tours
Tiger Encounter,5.0,3,Multi-day Tours • Private Tours
Nepal Treks Tours,5.0,3,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Raju Bhandari,5.0,3,Multi-day Tours • Walking Tours
Trek With Ngima,5.0,3,Multi-day Tours • Walking Tours
Rhododendron Adventure,5.0,3,Sightseeing Tours • Hiking & Camping Tours
Everest Mountain Bike - Day Tours,5.0,5,Bike Tours
Carena Trek & Adventure,5.0,3,Multi-day Tours • Helicopter Tours
Himalayan Travel Consultant,5.0,3,Taxis & Shuttles • Walking Tours
Diana Travels & Tours PVTLTD and Diana Trekking,4.5,6,Multi-day Tours • Canyoning & Rappelling Tours
Himalaya Ontop Organic Coffee Estate,5.0,3,Multi-day Tours • Cultural Tours
Bootprints,5.0,8,Climbing Tours • Hiking & Camping Tours
Botanical Treks & Excursion,5.0,3,Hiking & Camping Tours
JUNGLE SAFARI RESORT,5.0,3,Multi-day Tours • Safaris
Up Everest,5.0,3,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours"
Swiss - Nepal Family Trekking & Expedition,5.0,5,City Tours • Cultural Tours
Nepal Motorbike Tour,5.0,3,Multi-day Tours • Cultural Tours
Nepal Venture Treks & Expedition Pvt Ltd,5.0,3,Safaris • Hiking & Camping Tours
Ajay Dahal,5.0,3,Multi-day Tours • Taxis & Shuttles
New Road Travels,5.0,3,Taxis & Shuttles
Khempalung Adventure PvtLtd,5.0,3,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Volunteer in Nepal,5.0,3,Multi-day Tours
Himalayan Hidden Treasure,5.0,4,River Rafting & Tubing • Hiking & Camping Tours
Nepal Everest Himalaya Hiking Pvt Ltd,5.0,3,Walking Tours • Hiking & Camping Tours
Jungle Safari Chitwan,4.0,7,Multi-day Tours • Safaris
Everest Flight (P) Ltd,4.5,4,Helicopter Tours • Air Tours
Baral Adventures,5.0,3,Multi-day Tours • Canyoning & Rappelling Tours
Himalayan Companion Treks and Expedition PvtLtd,5.0,3,Multi-day Tours • Climbing Tours
Sasane Sisterhood Trekking and Travel,5.0,3,City Tours • Multi-day Tours
Adventure Blossom Treks and Expedition PvtLtd,5.0,3,Safaris • Ski & Snow Tours
Great Everest Trek,5.0,3,Multi-day Tours • Climbing Tours
EliteTreks,5.0,3,Multi-day Tours • Climbing Tours
"Himalayan Spa, Thamel",4.5,21,Spas
One Life Adventure Team,5.0,3,City Tours • Multi-day Tours
Visit Himalaya Treks,5.0,3,Multi-day Tours • Cultural Tours
Chitwan Birdwatching,5.0,3,Nature & Wildlife Tours
Goreto Treks,5.0,3,Multi-day Tours • Canyoning & Rappelling Tours
Real Sherpa Adventures,5.0,3,Multi-day Tours • Private Tours
Danphe Adventure,5.0,13,Multi-day Tours • Cultural Tours
Oriental Journeys Tours,5.0,3,City Tours • Multi-day Tours
VSN Tour & Treks Nepal,5.0,8,City Tours • Multi-day Tours
Messenger Tours and Travel,5.0,8,Multi-day Tours • Helicopter Tours
Wild Yeti,5.0,7,Other Outdoor Activities
Tribeni Trek,5.0,4,Multi-day Tours • Hiking & Camping Tours
Rafting Star,5.0,9,River Rafting & Tubing • Kayaking & Canoeing
Mercy Holidays,4.0,6,City Tours • Cultural Tours
Himalayan Excursion Nepal,5.0,3,City Tours • Multi-day Tours
Together Nepal Travel & Tours,5.0,3,City Tours • Multi-day Tours
Explore Dolpo,5.0,3,Multi-day Tours • Sightseeing Tours
Tealaya,5.0,3,Speciality & Gift Shops
Yatri Nepal Adventures,5.0,3,Historical & Heritage Tours • Climbing Tours
Lovely Nepal Tours & Travels,5.0,4,Adrenaline & Extreme Tours • Historical & Heritage Tours
Photo Travel,5.0,3,Adrenaline & Extreme Tours • Historical & Heritage Tours
"Asia Vision Treks & Tours, Nepal",5.0,3,Multi-day Tours • Helicopter Tours
Trek Venture Nepal PvtLtd,5.0,3,Safaris • Climbing Tours
Himalayan Flights,4.5,6,City Tours • Cultural Tours
Hi On Life Adventures Pvt Ltd,5.0,30,Multi-day Tours • Hiking & Camping Tours
Ganga Jamuna Adventure Treks & Expedition,5.0,7,City Tours • Helicopter Tours
Adventure Mountain Guide Team,5.0,4,Helicopter Tours
Temples and Mountain Tours,5.0,8,Multi-day Tours • Cultural Tours
AAA Transport,5.0,3,Taxis & Shuttles
Hike Manaslu,5.0,3,Multi-day Tours • Cultural Tours
Leisure Time Nepal Travels & Tours,5.0,3,City Tours • Cultural Tours
Tranquility Spa - Lazimpat,4.5,64,Spas
